GammasND,alpha,inflow,Cl,chord, points, FazimND, FaxialND
7.019215207265174783e-01,5.944326707291505585e+00,7.304326707291505905e+00,8.788041830299572199e-01,1.719999999999999973e+00,7.600000000000000089e-01,1.310417944686575464e-01,1.109369477527314629e+00
7.025621691781861466e-01,6.045132219444395716e+00,7.085132219444397528e+00,8.894971496035520842e-01,1.651428571428571690e+00,7.828571428571428070e-01,1.308285156601171062e-01,1.144122122287053012e+00
7.023164424742662781e-01,6.158244971258456602e+00,6.878244971258455465e+00,9.014956092945325405e-01,1.582857142857142740e+00,8.057142857142858272e-01,1.304652324066551683e-01,1.177438379590450612e+00
7.009750901253153366e-01,6.279132824598574025e+00,6.679132824598574381e+00,9.146772674025733796e-01,1.514285714285714235e+00,8.285714285714286254e-01,1.298116283577436525e-01,1.208834841910124913e+00
6.980218604969568030e-01,6.405890358881979552e+00,6.485890358881980511e+00,9.285143471684031979e-01,1.445714285714285952e+00,8.514285714285714235e-01,1.287648935483375889e-01,1.237241387272866477e+00
6.928089043013175852e-01,6.531972995222259826e+00,6.291972995222261389e+00,9.422777538644182549e-01,1.377142857142857446e+00,8.742857142857141106e-01,1.270707805039804350e-01,1.261253596034233038e+00
6.843313184532974214e-01,6.645585477369277960e+00,6.085585477369277463e+00,9.546798961650673210e-01,1.308571428571428497e+00,8.971428571428572418e-01,1.242822381524209818e-01,1.278680339264893551e+00
6.708329685580571855e-01,6.723711255325072855e+00,5.843711255325072962e+00,9.632082461953296315e-01,1.239999999999999991e+00,9.200000000000000400e-01,1.195610057715960767e-01,1.285710245700277810e+00
6.487600949760833347e-01,6.715640128626860772e+00,5.515640128626858818e+00,9.623271875304175715e-01,1.171428571428571042e+00,9.428571428571430602e-01,1.111722632857358728e-01,1.274706447905785023e+00
6.090329699773708860e-01,6.484050343783967385e+00,4.964050343783966035e+00,9.370464312902576642e-01,1.102857142857142536e+00,9.657142857142858583e-01,9.486493889603819785e-02,1.226400852929067531e+00
5.167559007078241784e-01,5.464912981423263538e+00,3.624912981423262792e+00,8.279502680391118696e-01,1.034285714285714253e+00,9.885714285714286564e-01,5.644499394242463025e-02,1.067211211919091740e+00
